post	label	language
দুর্দশার মন্দ যা আপনাকে প্রতিদিন রাজনীতির হাস্যকরতা এবং অস্পষ্ট দৃষ্টির গভীরে ডুবিয়ে দেয়।	0	bn
আর ধৈর্যশীলদেরকে স্বস্তির সুসংবাদ দাও	0	bn
ভেড়ার ঝাঁক যাদের চিন্তা করার ক্ষমতা নেই কিন্তু অর্থহীন, পচা কথাবার্তা নিয়ে গুজব ছড়ায়	1	bn
কথোপকথনের এই স্তরের জন্য লজ্জাজনক	0	bn
ঈশ্বর আমাদের রাষ্ট্রপতির হাত থেকে রক্ষা করুন, এবং আমাদের থেকে গোয়েন্দা পরিষেবাগুলিকে রক্ষা করুন	0	bn
@user @user @user @user তুমি করাত দলের খচ্চর... তুমি উটের মূত্র পান কর... বোকামি তোমাকে ছেড়ে দিয়েছে... @user	1	bn
আমি পুরোপুরি বুঝতে পারি যে একজন সুইডি বা আমেরিকান কালো চামড়ার আফ্রিকানদের বিরুদ্ধে বর্ণবাদী - এমনকি যদি এটি তাদের মধ্যে অদৃশ্য হয়ে যায় - তবে আপনি কেন থাকবেন... @url	0	bn
দুই মাস আগে আমাকে মনে করিয়ে দিন আপনি কার সাথে ছিলেন এবং কাকে আপনি পুরুষ বলে অভিযোগ করেছিলেন এবং দৃঢ় থাকুন	0	bn
@ ব্যবহারকারী আপনার মধ্যে কোন পার্থক্য নেই, আপনি সব শূকর	1	bn
NEPAD পরিবেশ মন্ত্রীদের সম্মেলনের কার্যক্রমের কাঠামোর মধ্যে পরিবেশ মন্ত্রী ড. ইয়াসমিন ফুয়াদকে উচ্চ-স্তরের আফ্রিকান সম্মানে সম্মানিত করেছে... @url	0	bn
তিনি তার প্রতি রহম করুন এবং তার পরিবারকে ধৈর্য দান করুন	0	bn
তুমি, হে নাইট, হে নীচু, হে রাফিদি, হে আরব ও বেদুইনদের জাদুকর, সম্মান তোমার, হে সম্মানহীন।	1	bn
আব্বাস ইব্রাহিমের মালিকানাধীন খালদেহের সরকারী সম্পত্তিতে লাইসেন্স ছাড়াই তৈরি করা আইন লঙ্ঘনকারী চুলা সম্পর্কে কী বলা যায়? আমার কাছে…	0	bn
অন্য মানুষের উপায়ে অন্য লোকেদের সম্পর্কে মন্তব্য করবেন না	1	bn
গেব্রান বাসিল সবচেয়ে চৌকস মন্ত্রী	0	bn
বিজয়ীদের অভিনন্দন, দুর্দান্ত কাজ	0	bn
পশ্চিম রুয়ান্ডা... এটি প্রমাণ যে মন্ত্রী গেব্রান বাসিল সরকার গঠন করেন না...	0	bn
আমাদের নেতা অতুলনীয়, আল্লাহ তাকে হেফাজত করুন	0	bn
যৌন হয়রানির বিষয়ে আল-আজহারের বিবৃতি সংস্কারবাদী আন্দোলন এবং আল-আজহারের দায়িত্বপ্রাপ্তদের মধ্যে দ্বন্দ্ব দেখায়, #কম্পাস_উইথ_ইসলাম_বেহেরি... @url	0	bn
আমি আশা করি কেউ আমাকে আমার নৈতিকতা হারিয়ে ফেলবে এবং আবু আল-গীতকে বৈরুত কিছু দিয়ে আঘাত করবে	0	bn
ব্যর্থ লেখক মিশেল আফলকের আশ্রয়স্থল রাজনীতি	0	bn
ঈশ্বরের কসম, আমাদের প্রিয় আইনজীবী, দিনগুলি প্রমাণ করেছে যে জেব্রান বাসিল দেশের সবকিছুতে বাধা দিচ্ছে এবং কেউ তাকে থামাতে পারবে না...	0	bn
এটি একটি ন্যায্য বিচার বিভাগ যার সামনে আমরা সবাই সম্মানের সাথে হাজির, কিন্তু রাজনৈতিক বিচারক কারাগারে আবদ্ধ	0	bn
নতুন সুয়েজ খাল @url পরিদর্শনে আফ্রিকান শ্যুটিং ফেডারেশনের প্রধান	0	bn
মহামান্য মন্ত্রী গেব্রান বাসিলের নতুন প্রস্তাবটি এমন একটি সরকার যা আমাদের সুন্নি ভাইদের মন্ত্রীদের অন্তর্ভুক্ত করবে এবং এইভাবে তারা পরামর্শের জন্য সপ্তম মন্ত্রীকে দেখাবে...	0	bn
বাস্তুচ্যুত সিরিয়ানরা নির্লজ্জভাবে লেবাননের রাষ্ট্রের দাবি জানাচ্ছে	1	bn
@ব্যবহারকারী সমস্ত শূকর ক্রু, ঈশ্বর আপনাকে আশীর্বাদ করুন, খ্রিস্টান এবং নুসাইরি শূকর, তাদের কাছে হজ এবং প্রার্থনার জন্য কত টাকা আছে এবং তুরস্কে মেথিলেশনের জন্য কুর্তুলমুস যথেষ্ট... @url	1	bn
আপনি কে? অর্ডার করতে আসেন না। আপনি কে?	0	bn
ট্রেজারি বন্ড একটি আমানত নয়, যার অর্থ একটি ঋণ বহনকারী সুদ, এবং তারা বিয়ার থেকে এই অর্ধ বিলিয়ন মুছে ফেলবে না	0	bn
যদি একটি আত্মমর্যাদাপূর্ণ দেশ থাকত, তবে আপনি নির্বাসিত বা কারারুদ্ধ হতেন	0	bn
প্রথমত, মহামান্য রাষ্ট্রপতি জেনারেল মিশেল আউন, এবং দ্বিতীয়ত, অধ্যাপক গেব্রান বাসিলের লক্ষ্য লেবাননের স্বার্থে, যদি আপনি নিজের মতো হন।	0	bn
আপনার পেশাদারিত্ব কোথায়, আপনি টাক মানুষ, আব্দুল মাল? মার্সাল ঘানেমের প্রতি আপনার তুচ্ছ, কবর দেওয়া ঘৃণার জন্য আপনাকে ধন্যবাদ	1	bn
সাম্প্রতিক ফলাফল সহ তিন ভাইবোনের একটি নোটারি পরিবার: গ্রেস ইসাম নাইম, অ্যালান ইসসাম নাইম, এলি ইসাম নাইম, জিব্রান বাসিল এবং আল-নাম।	0	bn
রান্নাঘরে যাও, কুত্তা সহ্য কর	1	bn
"এমন এক পৃথিবী যেখানে আপনি ক্ষুধায়, পোড়াতে, ঠান্ডায়, বিস্ফোরণে মারা যান। আমাদের দেশে নানা ধরনের মৃত্যু আছে। কেউ দরজা খুললেই বলে, ""তুমি দেশের বাইরে, আমার চোখ মরবে না।"""	0	bn
কেমন ছিল যখন তার অনুসারীরা, আল-জাকিফা, সিরিয়ার লেবাননে দখলের দিনগুলিতে, যার মধ্যে সবচেয়ে বিখ্যাত ছিলেন নাসের কান্দিল, সামরিক উপস্থিতি অদৃশ্য হয়ে যায় এবং...	0	bn
Gebran Bassil আমরা আমেরিকা এবং লন্ডনকে বাজেট ছাড়াই দেশ ছেড়ে চলে যেতে শেখাতে চাই, কিন্তু জাররাসা যেখানেই যায়	0	bn
আমি আমার পররাষ্ট্রমন্ত্রী হওয়ার জন্য গেব্রান বাসিলের প্রতিনিধিত্ব করছি না। আপনি যদি ইসরায়েলের সাথে সম্পর্ক রাখতে চান, তাহলে কোন সমস্যা নেই, মহামান্য।	0	bn
একটি শব্দ আপনি নিতে, একটি শব্দ আপনি উত্তর	0	bn
একটা তুচ্ছ, নোংরা মানুষ নৈতিকতা ও সম্মানহীন, তাদের জন্য কি লজ্জা	1	bn
প্রাপ্য ক্রয় একটি বিপর্যয়	0	bn
লেবানন কি আপনার নাকি অন্য কারো?প্রাক-ইসলামী যুগে কি আসছে?	0	bn
উদ্বাস্তুরা তাদের সমস্ত কিছুকে আঁকড়ে রেখেছিল যা তাদের স্বত্ব প্রমাণ করে যাতে তাদের সন্তানরা তাদের পরে উত্তরাধিকারী হতে পারে। এইভাবে, রেশন কার্ডগুলি পরিচয় এবং উত্তরাধিকার নির্দেশকারী নথিতে পরিণত হয়েছিল, কিন্তু... @url	0	bn
তিনি ঠিক বলেছেন, তিনি কিছু পাওয়ার অধিকারী নন। শুভেচ্ছা	0	bn
দামেস্কের আত্মা আপনার পরে একটি খারাপ শো	0	bn
একজন মহিলার দৃষ্টিতে, হয়রানি হয়রানি থেকে যায় যতক্ষণ না সঠিক পুরুষ তা না করে...এবং এটি ফ্লার্টেশনে পরিণত হয়	0	bn
গেব্রান বাসিলের কার্ড কিছুক্ষণের জন্য পুড়ে গিয়েছিল, এবং এখন সে শুধু জেনারেলের জন্য খেলছে	0	bn
এটা নিশ্চিত, কিছুই পরিবর্তন হবে না, এবং আপনার জন্য আমি একটি বাক্য বলব যা আমার বিশ্বাসের বাইরে, তাকে ব্রাভো, জেব্রান বাসিল, সেড্রোস ব্যাঙ্কের গল্পে, একভাবে...	0	bn
@ ব্যবহারকারী এই সৌন্দর্য মানে কি!	0	bn
কে এই শাইখ?কে ওয়াহাব আর কে তালাল?তারা একে অপরের প্রতি অনুগত নয়, দুনিয়াতেও নয় আখেরাতেও নয়।এমন কিছু নেই...	0	bn
@ব্যবহারকারী এটি একটি ষাট বছর বয়সী শূকরের ঘোমটা। এটি আলাউনের কুকুর	0	bn
@ব্যবহারকারী মনে হচ্ছে শেখের পরিবার শূকর ছিল যারা একই শস্যাগারে বেড়ে উঠেছিল, ভদ্রলোক এবং ভদ্রলোক	1	bn
সাবধান, আমার পরিবার. .. আফ্রিকান চ্যাম্পিয়নশিপে চমক অব্যাহত। Wydad এবং Mazembe @url এর প্রস্থান	0	bn
আপনি দীর্ঘজীবী হোন, পাহাড়ের শেখ	0	bn
হয়তো কেউ শিখবে	0	bn
শক্তিশালী যুগ, শিল্পী জেইন আল-ওমর, আমি গেব্রান বাসিলকে ভালবাসি, এবং তার প্রতি আমার ভালবাসা জন্মভূমির প্রতি আমার ভালবাসা থেকে উদ্ভূত, এবং তিনি একজন সফল রাষ্ট্রনায়ক যিনি কাজ করেন	0	bn
দামাস্কাস ছিল, প্রতিনিধিরা বলেছিল, যতক্ষণ না তারা এটি দখল করে নেয়, আসাদের বাড়ি এবং দামেস্ক আর দামেস্ক ছিল না এবং আসাদের হাতে হয়ে যায়।	0	bn
@ব্যবহারকারী তার বর না থাকলেও সে একাকী এবং একা থাকবে এবং কেউ তাকে মিশরীয় মানুষ হিসেবে ভাববে না, ভদ্রলোক।	0	bn
গেব্রান বাসিল পনেরটি গরু কিনে দশটি রোপণ করে বাকিগুলো ফ্রিজে রেখে খেলেন ডিমে তেলের পরিমাণ কত?	0	bn
গেব্রান বাসিল পররাষ্ট্র মন্ত্রণালয়ে আসার আগে, আমি একজন গতিশীল, সাহসী মন্ত্রীর আগমনের আশা করছিলাম যিনি সত্তা ধ্রুবক রক্ষা করতে সক্ষম	0	bn
যারা জিবরানকে এক বছরের জন্য লেবাননের জন্য তৈরি করেছে তাদের এক চতুর্থাংশ দেওয়া উচিত	0	bn
কোন বেদুইন পশু নেই আমরা সিরিয়ায় আছি কেউ যদি বলে যে ধর্ম আলাউইত বা সুন্নি তাহলে তার মাথায় চূর্ণ করা হবে আমরা সিরিয়ার ধর্ম তুমি বেদুইন।	1	bn
আমি শপথ করি, আমি অবাক হয়েছি যে একজন শত্রু এত ​​দিন ধরে আপনার সম্পর্কে কতটা যত্নশীল, এবং এটি তার জন্য গণ্য	0	bn
আপনার কাজ কি? হাসান ইয়াকুবের বাড়ির সামনে যে মিলিশিয়া দৃশ্য হয়েছিল, আপনি মন্তব্য করেননি, হে শরীফ, হে আফিফ, আমরা কেন জানি????	0	bn
@user mahoub নিষিদ্ধ এবং একজন হারেমে গাড়ি চালানো ভুল নয় যে নিজেকে গাড়ি চালানোর প্রয়োজন বলে মনে করে - প্রতিদিন সকালে আমি 5 জন হারেমকে গাড়ি চালাতে দেখি	0	bn
আপনি কি মনে করেন, আমাদের সাথে আসুন এবং আমাদের একটি স্বদেশ হোক?	0	bn
@user ওহ ভাল মানুষ, ঈশ্বরের কসম, তারপর ঈশ্বরের কসম, এই কুকুরটি আপনাকে একটি কাতারি শূকর, একটি তুর্কি শূকর এবং একটি বড় শূকরের গলা দিয়ে সম্মানিত করেছে... @url	1	bn
প্রেসিডেন্ট মিশেল আউন বহু বছর ধরে সহিংস দানবীয় প্রচারণার শিকার হয়েছেন	0	bn
তুমি আমাকে লুণ্ঠন করেছ, তাই আমাকে অনুসরণ কর	0	bn
আমরা বুঝতে পারি যে আপনি ওয়ালিদ বে বিচার বিভাগে হস্তক্ষেপ না করতে চান, কিন্তু আমরা জানি না, আপনি কিভাবে জানেন যে বিচারকের কাছে প্রমাণ পরিষ্কার?	0	bn
আরব ইস্যুতে আপনার উদ্বেগ এবং আরব জনগণের জন্য আপনার রক্তের উপর ভিত্তি করে আপনি সবকিছু দিয়ে নিজেকে বোকা বানাচ্ছেন।	0	bn
ইসরায়েলিদের বিতাড়িত এই মানুষদের একদিন জেগে উঠতে হবে এবং মিছিল মালিকদের বের করে দিতে হবে।লেবানন ছিল এই অঞ্চলের রত্ন, এটা নিষিদ্ধ নয়...	0	bn
ওহ অন্তর, আবু দিয়াবের হত্যাকারী ওয়াহাব ওয়াহাবের শাস্তি কে বন্ধ করবে?	0	bn
খোদার শপথ করে বলছি, তুমি একটু বেচে থাকবে, খুব সিরিয়াসলি, যারা বেঁচে থাকবে তারা আগেই মরে যাবে।আমাদের যদি একটা রাষ্ট্র থাকত, তাহলে তুমি এবং তোমার মতো মানুষ নাগরিক অধিকার থেকে বঞ্চিত হতাম।	0	bn
@user @user বন্য শূকর	0	bn
আমরা Zgharta, Lebanon, এবং Beit Franjieh এর কুকুর দেখব, এবং আমরা দেখব কিভাবে তারা পালাতে পারবে এবং নিজেদের বের করে দিতে পারবে।	1	bn
আপনি সিরিয়ানদের লেবাননে ফিরে যেতে বলছেন আপনি কি চান আমি এটা মেনে নিই? আপনি চিৎকার করছেন এবং আমি কারণ এবং চিন্তা শুনতে চাই...	0	bn
আপনার উপর আল্লাহর নাম বর্ষিত হোক, শালাত জাক্কা	0	bn
আপনি নিশ্চিত করার চেষ্টা করছেন, সাংবাদিক, এই স্পন্সরড বিজ্ঞাপনের পিছনে কে আছে এবং মন্তব্য করুন, কিন্তু আপনার কাছে সৌদি কমপ্লেক্স এবং একটি সাম্প্রদায়িক কমপ্লেক্স রয়েছে।	0	bn
শাম, ওহ তরবারি, অদৃশ্য হয়নি	0	bn
আমি শপথ করছি আমি বড় হয়েছি এবং প্রতিনিধি পাঠাতে শুরু করেছি	0	bn
"আপনি যদি বাইরে যান এবং একটি পর্দানশীল, সুসজ্জিত মহিলাকে দেখেন, যেন সে বলছে, ""এই নাও,"" তাহলে ইউসুফ (আঃ)-এর সতীত্ব থেকে গ্রহণ করুন এবং যদি আপনি একজন পবিত্র, পর্দানশীল মহিলাকে দেখেন তবে তার কাছ থেকে নিন। মূসা (আঃ)-এর মহানুভবতা।"	0	bn
Gebran Bassil এর টাইমলাইন সম্পর্কে সবকিছু ভুলে যান। দুই দিন হয়ে গেছে এবং তিনি কাউকে তাকে পরীক্ষা করতে দেখেননি।	0	bn
সম্প্রীতি, আপনার আলোকবর্তিকা দ্বারা, আমরা পরিচালিত এবং ঐক্যবদ্ধ, সচেতনতার কণ্ঠস্বর এবং মুক্তের উত্থান। আমাদের সম্প্রীতি একটি দৃঢ় বৃক্ষের মতো হয়ে উঠেছে, দুর্দান্ত ঘ্রাণ।	0	bn
হয়রানি আইন গোলাপ এবং হৃদয় নিষিদ্ধ	0	bn
মনে হচ্ছে আপনি আপনার জাতীয় দায়িত্ব পালনে ব্যর্থ হচ্ছেন	0	bn
তোমার তেলাপোকা বন্ধ করো, তেলাপোকা, তুমি বিশ্বাসঘাতক, তুমি এজেন্ট, তুমি সামন্ত প্রভু ওয়ালিদ জাম্বলটের গোলামী, তুমি পাল, যথেষ্ট অপমান আর অপবাদ, তোমার সাথে যথেষ্ট বাণিজ্য।	1	bn
গেব্রান বাসিল কি বলেছিল বুঝতে চায় যারা উপস্থিত হতে অভ্যস্ত? তিনি যা বলেছিলেন তা অনুবাদ করতে এবং প্রতিক্রিয়া জানাতে এবং অনুবাদ করতে তাদের এখনও এক ঘন্টা লেগেছিল...	0	bn
এবং এই ত্রুটিটি ঠিক করার উপায় @url	0	bn
দেখা যাচ্ছে যে কেউ আমাকে ফোন করেছিল এবং বলেছিল যে মন্ত্রী গেব্রান বাসিল রাশিয়ান রাষ্ট্রপতিকে ফোন করেছিলেন এবং তাকে বলেছিলেন যে শীর্ষ সম্মেলনে অংশগ্রহণকারী নেতাদের ডাকতে ...	0	bn
আউনি, ঈশ্বর নেই	1	bn
ঈশ্বরের কসম, আপনি ছাড়া আর কেউ মনোরোগ বিশেষজ্ঞকে দেখতে চায় না, মনে হচ্ছে জেনারেল ওসমান, আপনার কাজ হিস্টেরিক্যাল	0	bn
বিচার দিবস পর্যন্ত আমরা একেশ্বরবাদী	0	bn
সচরাচর	0	bn
ধন্যবাদ, প্রফেসর ওয়াহাব, দামেস্ক চমৎকার, এবং আমাদের কবি, ডেপুটিরা, সেই বিস্ময়কর এবং সুন্দর, এবং আমি আপনাকে অভিবাদন জানাই, আপনি আমাদের তাদের স্মরণ করিয়ে দিয়েছেন, আপনি চমৎকার এবং সুন্দর, আপনাকে ধন্যবাদ	0	bn
যাতে একজন মহিলা একজন মানুষ হিসাবে বেঁচে থাকতে পারে এবং একজন পুরুষের চেয়ে কম নয়, কারণ বৈজ্ঞানিক এমন কিছুই নেই যা প্রমাণ করে যে সে যে কোনও উপায়ে তার চেয়ে ভাল, এবং তারপরে হয়রানি বা... @url	0	bn
আহা, মিঃ হাসান উইকিলিকসের সাথে জেব্রান বাসিলের সাথে তার সম্পর্কের আন্তরিকতা প্রমাণ করেছেন, যিনি আমেরিকাকে প্রকাশ্যে এবং গোপনে সম্বোধন করেছিলেন। আরেকটি বক্তৃতা।	0	bn
জেব্রান বাসিলের মতো হবেন না	0	bn
@ব্যবহারকারী এই পোকা, আবু ওয়ুন, একজন বিশ্বাসঘাতক, আল সৌদের শূকরদের একজন	1	bn
আপনার কাজিনকে সম্মান করুন; গুরুত্বপূর্ণ বিষয় হল ব্রাজিল কাপ জিতবে না, এবং আমরা দেখব	0	bn
মহামান্য, আপনি কী জবাবদিহি করতে চান? লেবানন স্থবিরতা এবং অস্থিরতার গোলকধাঁধায় ডুবে যাচ্ছে এবং জনগণের খরচে সন্দেহজনক চুক্তি করছে।	0	bn
আপনি নোংরা কথা না বলে, অভদ্র না হয়ে এবং কাউকে অবমূল্যায়ন না করে কমিক হতে পারেন!	0	bn
আমরা একরকম দেশে আছি	0	bn
কিন্তু এই প্রতিবেদনে অদ্ভুত ব্যাপার হল সৌদিরা উটের মূত্র পান করে, তাই তাদের আচরণের জন্য ক্ষমা করা হয় @user	1	bn
করুণা, আমার বন্ধু, তুমি আমাদের সাথে ক্লান্ত	0	bn
আপনি তাদের মেরে ফেলুন, মানে, না, তারা গোল করে না। তাদের যেতে দিন এবং তাদের সাথে মজা করুন, তারা এটি ছাড়া বিরক্ত হবে।	0	bn
@user এটি একটি হিন্দু স্লোগান	0	bn
@user @user @user @user হ্যাঁ, মুহাম্মদ, সুদানের খার্তুমে 50 বা 70 বছর বয়সী হিন্দু আছে এবং… @url	0	bn
আপনি এখনও বলছেন যে আমি মনে করি আপনি বন্দী	0	bn
যতদিন আমাদের সমাজে সম্প্রীতির একটি গুরুত্বপূর্ণ মডেল থাকবে ততদিন এটি আরও বেশি করে ভেঙে পড়বে	1	bn
আমাদের গায়ে স্তূপ জমে গেছে	0	bn
@user @user হাহাহা, এটা উটের প্রস্রাব। এখন আপনি আপনার অজ্ঞতা বাড়িয়ে দিয়েছেন। আপনি যদি রাফিদি হন তবে আপনার দোষ নেই, এবং আপনি যদি সুন্নি হন তবে আপনার কথা প্রমাণ করে যে আপনি... @user	0	bn
আমরা রাজনীতির ক্ষেত্র বেছে নেওয়ার জন্য মহামান্য মন্ত্রী গেব্রান বাসিলকে ধন্যবাদ জানাই, কারণ তার উপস্থিতি না থাকলে, অনেক মিডিয়া পেশাদাররা আগে বাড়িতে থাকতে বাধ্য হতো...	0	bn
আর মাল #জায়েজ যদি ঠোঁটের পার্থক্য না হতো	0	bn
নারী হয়রানির ঘটনার একটি কারণ: @url	0	bn
আমি তোমাকে দেখেছি, ভালভার্দে, তুমি শূকর, গুওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওওও শূকর ম্যালকম।	1	bn
মনে রাখবেন কাতারের পেছনে ধ্বংসযজ্ঞ ছাড়া আর কিছুই নেই	0	bn
ভাই, আমরা আপনার যোগ্য নই এবং আমরা আপনাকে মূল্য দিই না, আপনার স্থান অজ্ঞতায় নয়, আপনার স্থান সিরিয়ায়	0	bn
হাহাহাহাহাহাহাহাহাহাহা সে উত্তর দিবে না কারণ এটা লজ্জাজনক, বিশ্বাস করুন, কিন্তু আপনি যদি জানতে চান এবং আমি ওহাবের অতীত সম্পর্কে জিজ্ঞাসা করতে চাই, আপনি উত্তরটি জানতে পারবেন।	0	bn
তারা যাই বলুক না কেন, তারা কিছুই অর্জন করতে পারবে না।আল্লাহ প্রফেসরকে হেফাজত করুন এবং তাকে দীর্ঘায়ু দান করুন	0	bn
গাধার প্রস্রাবের সাথে মেশানো উটের মূত্রের ক্যালিবার @user	1	bn
অবশ্যই তারা সবাই বেশ্যা এবং দুর্নীতিবাজ	1	bn
@user @user মুক্ত, সাহসী, সম্মানজনক এবং খাঁটি, আপনার নাক সত্বেও, আপনি শুয়োর, আপনি এবং যারা আপনাকে অর্থায়ন করে তারা বিশ্বাসঘাতক, ঘৃণ্য, বিদ্বেষপূর্ণ... @url	1	bn
এটি একটি কোরানের সমীকরণ, মহামান্য, আমরা আপনাকে ছাড়া অন্য সম্প্রদায়কে আনব এবং তারপর তারা আপনার মতো হবে না।	0	bn
"রিটুইট এবং লাইক পাওয়ার সর্বোত্তম উপায় হল মন্ত্রী বাসিলের সাথে একটি সাক্ষাত্কারের অংশ কেটে ফেলা, অবশ্যই একটি অসম্পূর্ণ অংশ, এবং তারপরে এটি টুইট করুন এবং বলুন, ""জিব্রান স্বাভাবিককরণের সাথে আছেন।"""	0	bn
জয়ন আল-ওমর, এই কারণেই আমি জেব্রান বাসিলকে ভালোবাসি	0	bn
ওয়াহহাবের শক্তিশালী আক্রমণ কেবল মন্দকে ঠেলে দেয়	0	bn
বুঝলাম না বাবার ভুলকে মানুষ কিভাবে জায়েজ করে! আপনি দেখেন, তার সাথে কাপড়ের কোন সম্পর্ক নেই, সে অভ্যন্তরীণভাবে অসুস্থ এবং তার মানসিক চিকিৎসা প্রয়োজন। মানে, এমনকি বাবাও তাকে ভয় পায়!!!… @url	0	bn
@user @user আমি সোমালিয়া থেকে এসেছি এবং আমি সৌদি আরবে থাকি। আমি শপথ করে বলছি আমি পার্টির একজন ছিলাম, কিন্তু আমার নায়ক সবচেয়ে বেশি মিথ্যা বলেছিল। যারা হারেমের ভিড়ের সমান ছিল, আমার নায়ক মিথ্যা বলেছেন।	0	bn
লেবাননে দুটি মামলা হয়েছে	0	bn
এই প্রবণতাগুলির সাথে জিনিসগুলি যতটা খারাপ হয়ে গেছে, এমন সময় আসে যখন আমি আধা ঘন্টা কিছু মিস করি এবং পড়ি যাতে বোঝা যায় কে কার সাথে আটকে আছে এবং কে ঝুলে আছে হাহাহা এবং ফাজরা	0	bn
বিড়ালের মতো লুকিয়ে খায়	0	bn
মুক্ত দেশপ্রেমিক আন্দোলনের কর্মকর্তা নাজি হায়েক ইসরায়েলের সাথে স্বাভাবিককরণের ন্যায্যতা দেওয়ার জন্য আন্দোলনের নেতা গেব্রান বাসিলের পদাঙ্ক অনুসরণ করেন। নাজি	0	bn
প্রত্যেক ব্যক্তি যে তার পেজে প্রোফাইল হিসাবে গেব্রান বাসিলের একটি ছবি রাখে এবং তার টুইটগুলি রিটুইট করে, আমার টুইট পছন্দ করে ❤	0	bn
আপনার অস্ত্র লোড করুন, আপনার ছুরির জন্য লক্ষ্য করুন এবং যুদ্ধে যান	0	bn
আমার অসুস্থ ভাই, আপনার মধ্যে মারাত্মক রোগ ছড়িয়ে পড়ার আগে মানসিক হাসপাতালে যান	0	bn
একটি প্রাচীন অতীতের স্বয়ং একটি বার্তা, আমি শপথ করছি	0	bn
আরব সামিটের উদ্বোধনে মহামান্য মন্ত্রী গেব্রান বাসিলের ভাষণ থেকে	0	bn
আপনি কি সেই ব্যক্তি ছিলেন না যিনি বলেছিলেন যে রফিক হারিরির হত্যার সাথে উইসাম আল-হাসানের কিছু সম্পর্ক ছিল এই অর্থে যে আপনি এবং উসমান একে অপরকে পৃথিবী থেকে দূরে ব্ল্যাকমেইল করছেন এবং বোঝা কমিয়েছেন?	0	bn
ঠিক আছে, সৌদি আরব কী করেছে? সিরিয়ায় সন্ত্রাসবাদকে সমর্থন করেনি, এবং আপনি আপনার সর্বশেষ চেহারায় এর প্রশংসা করছেন? কেন ডাবল স্ট্যান্ডার্ড	0	bn
শুয়োরের সামনে তোমার গহনা নিক্ষেপ করো না, যীশু বললেন।	0	bn
ভাষাগতভাবে, বিভ্রান্তিকর বন্ধ করুন, আরব তাওহিদ পার্টির প্রেসিডেন্ট মি	0	bn
আমি বলতে চাচ্ছি, এই গেব্রান বাসিল নামের সেই ব্যক্তি, যদি তিনি দেশের স্বার্থে একটি ভালো কাজ করেন, বিদ্যুৎ গল্প থেকে লেবাননের পাসপোর্ট পর্যন্ত, যদি তিনি কিছু করেন...	0	bn
বোঝার ক্ষতি, ডাক্তার	0	bn
একজন ব্যক্তি সামাজিক সিঁড়িতে কোথায় পড়ে + তার চারপাশকে প্রভাবিত করার ক্ষমতার পরিমাণ + তার স্মৃতি এবং আগে যারা ছিল তাদের বিষয়গুলির সাথে পরিচিতি…	0	bn
