post	label	language
@Claudiashein @martibatres @CitlaFoto @craviotocesar @FadlalaAkabani @morenaestatalDF @morena_cdmx Callate puta!!	1	spanish
"""eres gay, no mujer"", bueno y qué sabes tú? estái adentro de mi mente acaso? AHUEONAO CULIAO. TENER PENE NO TE HACE HOMBRE."	0	spanish
@alvaro_delgado @NegroMontesMX @ManceraMiguelMX 'operativo'??? Eso es acoso, prepotencia y violacion a derechos civiles. Esos sujetos que fungen como policía son para secuestrar.	0	spanish
Ojala se rompan el arabe en las jodas	0	spanish
Discursos anti-Trump, IVA cultural, corrupciones varias, refugiados, etc.... Que comience la fiesta del cine?????#goya2017	0	spanish
@JordanElejardes @MIAREsproject @SoreMaker25 Género* En una sociedad machista NO se trata a las mujeres de la misma forma ni se las defiende de la misma forma. Hay que ser ignorante par	0	spanish
-pero Ivar mató a Sigurd y Björn quiere hacer honor a Rag- -PERO CALLATE LA PUTA MADRE QUE NO SABES DECIR OTRA COSA https://t.co/i0OUFlx0M1	0	spanish
COMISARIA DE VINCES.  DISTRITO:VINCES  Comisario y Policía del canton Vinces, en operativo de control antidelicuencial, no ingreso de menores e indocumentados en establecimientos regulados por el MDI ( categoría 1) siipne movil. Adjunto fotografías. https://t.co/3AeYq37lCB	0	spanish
Noah le ha dicho a Audrey que está pillado por ella y Audrey le ha dicho que es muy lesbiana joder y ahora el asesino está con ellos y con Emma mira me muero????	0	spanish
@esauistaNo1 Mamón! .... Disfruta y no pidas ensalada por si se piensan que estás de cahondeo .... jjajajajaja	0	spanish
Mecagontodo 2 tíos en clase aprueban y llevan 35 min quejándose de su nota tío que has aprobado callate la puta boca 😂	0	spanish
@ToteKingOficial @La_Insurgencia La democracia española y la interpretación libre de sus leyes en manos de fascistas. 6D, nada que celebrar.	1	spanish
No hay suficientes médicos españoles aqui en españa, que tienen que venir sudacas aquí a trabajar manda cojones..	1	spanish
Al descubierto! Dossier de la violencia fascista - https://t.co/3014VYbd3Q  https://t.co/mAyDCXq4k7	0	spanish
Con la ley electoral franquista, facha, del regimen 78 española ganaís en escaños no en votos. Curioso no?  #EleccionesCataluna	0	spanish
@ximeenavega Puta siempre oe' No te olvides lo que siempre me has querido enseñar y por mensa no aprendo jaja	1	spanish
@Berlustinho Señor facha a Eurovisión.	0	spanish
Eres ese agujero negro al que penetrar, hermosa.	0	spanish
Casi una puta hora esperando al tonto de @antonio_zape. Te voy a matar. PD: de nada por el spoiler, te lo mereces.	0	spanish
Muy vien todos los negros extinguidos a tomar x culo asin no vienen a nuestro pais los putos negratas — amsSs... https://t.co/SJDxqmrApl	1	spanish
-¿Y vosotros por qué habéis saltado la valla de Melilla? -Pues hemos oído que era un coladero de indeseables y pallá que hemos ido... https://t.co/k1vTgFeBxH	1	spanish
Me quieren seguir en ig un montón de árabes/turcos/israelíes,creo que tengo cara de terrorista y no me di cuenta	1	spanish
Dices que son tus colegas los que te llevan por la mala vida Pero que tú eres la oveja negra y que tú solito te lías	0	spanish
No, hijos míos. No es que aceptaran la homosexualidad. Es que eran TAN machistas que solo follaban con mujeres para procrear.	0	spanish
@publico_es El bloque independentista supera al del 155 y conserva la mayoría absoluta; C’s es la primera fuerza https://t.co/9OGOfba8Yl	0	spanish
O sea que era lo que los autores del libro llamarían con mucho gusto «un putón verbenero», si recurriesen al... https://t.co/3Za2lqLNUS	0	spanish
@Correa4Pablo @AGarridoD098 Lo que tiene de bueno lo tiene de subnormal.	1	spanish
Facha mokillo nae jajajajaaj	0	spanish
Qué egoísta y farandulero es Deulofeu! Por eso estás donde estás y no triunfando en can barca! Abre los ojos mamón!	1	spanish
Cuando creías que Jordi Wild no podía ser más subnormal: https://t.co/5J3zsCpU3R	1	spanish
@ChViguria Tranquila. Como no soy un subnormal, no voy a San Fermín.	0	spanish
@Michael5SOS @DestinyTheGame Puta que eres lindo, te mereces todo mijito rico 💖	0	spanish
Yo pagaba un dinero por que se subiese el subnormal de Pedrerol al tejado de Balaídos a reparar la cubierta.	1	spanish
Pero ningún indocumentado. https://t.co/em2IxNor5i	0	spanish
La violencia de género es una cosa MUY MUY seria. Y sí, sucede, y seguramente todos conoceréis algún caso cercano. Y es una vergüenza.	0	spanish
Pq la canción esta bien puta y tu eres tan puta que la cambias https://t.co/sKeH55PaIq	1	spanish
Embajada de Venezuela en Emiratos Arabes Unidos condena el atentado terrorista contra el Presidente @NicolasMaduro. El mundo arabe condena este vil acto Nuestro pais, nuestro pueblo, no daran cabida a tan miserable accion @nicmaduroguerra @CancilleriaVE @jaarreaza @catiacandanga https://t.co/5G6zL2BZBg	0	spanish
@FVaIors Es tan bueno como subnormal.	0	spanish
Vamos vamos la puta madre lo dimos todos estoy tan feliz no pare de votar te adoro flor te mereces todo en esta vida #Showmach2017	0	spanish
Qué peste a culé esta pillando la afición madridista...	1	spanish
@VicenteFoxQue Ahora si que parafraseando, ya callate maldito animal, pendejo, viejo hijo de puta, arrastrado, viejo pedorro, mequetrefe, gorrino, cagada, víbora prieta, tepocata, y de nueva cuenta, TU CHINGADA MADRE ESCORIA, SE TE VA A QUITAR LA PENSIÓN,	0	spanish
@ian_delaCalva @IrantzuVarela @pikaramagazine Oye por qué no molestas a tu puta madre?	0	spanish
Y yo atorado en el tráfico, claramente tu eres la perra de esta relación. https://t.co/2CaxQqwHqQ	1	spanish
Se tiñe de negro este Domingo de Ramos, de forma inesperada y desconcertante, con la muerte de #CarmeChacón DEP	0	spanish
#6Dic ¿Cuál de estas palabra resume los “#19AnosDeVictoriaPerfecta” del fallecido dictador Hugo Chávez☠️ y su “revolución socialista”?  San Nicolás de Bari #SomosLoActual Plan República @HDPY0 @DolarToday @hcapriles @YoSoyJustin_ @LucioQuincioC @GenPenaloza @NituPerez	0	spanish
@Fabada_Heydrich Asumen tu género por tu apariencia física. Son unos fascistas transfobos y homófobos.	1	spanish
Este es el tipo de inmigración que deja muy mal parado al resto de los venezolanos. Desgraciados! https://t.co/aCv9hiHXmd	1	spanish
@ElHoyoDeKook @Dangelisa @MiaTambussi Dejala, esta claro que esta es otra feminazi que la apoya solo por ser feminazi	1	spanish
"NINGÚN LIDER ÁRABE PUEDE CONCEDER JERUSALÉN.  Según los informes, el rey saudí, Salman bin Abdulaziz se hará cargo de la ""política palestina"" de Arabia Saudita, lo que sugiere una diferencia entre el Rey y su hijo,... https://t.co/FUHr0XAEbk"	0	spanish
Luego cuando les decimos que no somos sus monos de feria y que el yaoi es mazo homófobos somos unos sjw de mierda y a ver si nos morimos.	0	spanish
Beautyful reminder que Julian Casablancas no fue acusado de ningún acoso ni violación oki casamosno	0	spanish
Igual no me la baja nada porque me estoy re perra está imbécil me va a venir a decir algo toca de acá	1	spanish
Puede mi padre dejar de ser un puto racista	1	spanish
@AlejoParSw Que rica esta yo si quisiera comemela	0	spanish
Cuando un hombre mata a una mujer es un hijo de puta pero cuando una mujer mata a un hombre le tiran alagos solo por ser mujer y tener un buen cuerpo	0	spanish
Rusia ha confirmado que ha enviado a USA una oferta de #cooperación para solucionar la crisis de #refugiados sirios y el desminado de las zonas recién despejadas de presencia #yihadista en la república árabe 👏🏼👏🏼  https://t.co/qtnMETYxLN	0	spanish
@twocomunica Y si no Billy el Niño, los de la ETA son malos y el terrorismo de estado franquista buenísimo. Aún quedan hijos de asesinados por el franquismo, no todo es Miguel Ángel Blanco.	0	spanish
VIDEO: Lobby gay ataca con pintura, huevos y piedras al #AutobusDeLaLibertad en México https://t.co/NnCNfPzO7I   …	0	spanish
&gt; para que un niñato subnormal me reviente el móvil de un balonazo, estando yo sentado en un banco en que un balón no pinta nada	1	spanish
"La ""Guardia"" Nacional de la #Venezuela del dictador Maduro oprime con armas de fuego a los manifestantes de la oposición en #Caracas. https://t.co/sR5bB3bcIU"	0	spanish
Qué cojones, es súper racista.	0	spanish
Cambio fachas por inmigrantes, y regalo Valle de los caídos.	0	spanish
Mujer Fail I https://t.co/j57X2pTafA	0	spanish
@LuisJaRuiz13 @sonylopezlopez6 @A3Noticias Tal vez @a3noticias da por hecho que franquismo y constitución son lo mismo.	0	spanish
@anaisbernal Si no tienes cuenta en Suiza...no mereces la pena😢😢	0	spanish
@emjuarez7 Tú eres mi favorita perra 😪	1	spanish
Ciudadanos se convierte en el líder de la derecha en Cataluña, según Escolar. Tomad nota, cinturón rojo-que-ya-es+naranja: ya sois fachas.	1	spanish
"Noticias de Cuba, según CiberCuba Putin prohíbe meme en el que aparece como ""payaso gay"" https://t.co/IuarYwSPTs"	0	spanish
Mucho estado pero en la cara no me decis nada, andas más que pilla que me la banco de one, zorra	1	spanish
Me ha bajado la regla creo que voy a llorar os lo juro llegue a pensar que con mi mala suerte podría estar embarazada del subnormal ese	0	spanish
@yaksiisidro Tu eres una zorra com un corazón enorme, mereces todos los penes grandes del mundo bb👅❤️	1	spanish
Que sí.. Que sois ateos y moralmente superiores... Que sí... Que ya lo sabemos.	0	spanish
Modela camina puta tu eres divina	1	spanish
No eran refugiados, por tanto. https://t.co/2sgIkHx1Ja	0	spanish
- Hacemos cosas nazis. ¿Nos apoyas? - Tás loco??!! Puto Hitler. - Qué Hitler. Es por Ucrania. - ¿Cosas de patriotas? - Claro. - Ah, vale.	0	spanish
@Dlagox no sabes cuanto	0	spanish
@joseleatleti por desgracia aún no entregan Goyas por el simple hecho de ser subnormal. Deberían empezar	1	spanish
A ver una cosa que os columpiais. Patriotismo no es lo mismo que fascismo. Leed al respecto por favor.	0	spanish
@davidmurillob @el_pais Y si no la conseguimos nos van a machacar.. Este fascista simpatiza con el PSOE, para que te hagas una idea de lo que nos espera.	0	spanish
podría estar durmiendo placidamente ahora pero tengo que ir a árabe, el amour.	0	spanish
"""VOX: """"Nuestros refugiados son nuestros jóvenes que se han tenido que marchar forzosamente fuera de España a trabajar. Para VOX ellos son los primeros."""" 👏👏 https://t.co/WG5RBjZUnu"""	0	spanish
.@RealBetis ¿Apoyais a nazis de mierda a parte de machistas? Qué vergüenza #Zozulya https://t.co/WeLDa1Cw3u	1	spanish
Vecina chupa pija callate la boca que cantas horrible la puta que te pario	1	spanish
@GustavoOrozcoH No le enseñaron modales a esa antifujimorista perra mermelera del foro de sao paulodebretch?esta ofendiendo a millones de votantes	1	spanish
Quiero pegarte pq estás bien imbécil y después darte un besito. 🙂	0	spanish
@BillieVacations Le contaremos cosas buenas de ti a tu hija, como que apaleabas a perroflautas de la UAB. Estará orgullosa de su difunta madre.	1	spanish
@Aprosex @anagailo1 @DoctoraGlas @TowandaRebels De su coño moreno, y todo por no mirar el puto estudio de la UNODC para Europa.	0	spanish
@PatonGuzman eres una verdadera cagada, puto, mierda entre la mierda, por eso a los putos argentos, sudakas miserables, se le aborrece, por escorias como mico sorete mal parido	1	spanish
Yo no soy racista , pero es una excusa para que la izquierda introduzca en España una cultura radical y violenta mientras elimina la religión https://t.co/xKQc53pnLg https://t.co/NHi1Tl8teu	1	spanish
@Mery_pq hasta que la gente no entiendan lo que son los puntos de vista y que en esta vida no es todo blanco y negro mal vamos xD	0	spanish
Siempre me ha encantado como, para los fascistas patrios, el cine español es basura y el extranjero lo mejor. Cosas de la vida #Goya2017	0	spanish
... inmigración... populismo... Rivera... Casado... cuatro patas 'pa' un banco... https://t.co/57uOmk5PYE	0	spanish
@isgue_ Pero si es free use mamon	0	spanish
Primer mongolo detectado. https://t.co/4Dp6KoAhMb	1	spanish
Maya Khelladi, directora de la oficina de representación de CaixaBank en Dubái, repasa las oportunidades de la economía de Emiratos Árabes Unidos: https://t.co/yMgwKOccRu	0	spanish
¿De qué murió Cenicienta? De que a las doce el tampax se le convirtió en calabaza.	0	spanish
chicxs, les recomiendo que vean los vídeos de este canal y vean los vídeos de Middle Ground.  sientan a personas con diferentes puntos de vistas para hablen de esos temas y créanme que han sido  los mejores video que he visto.  hay pro-Trump y inmigrantes   proaborto y provida https://t.co/7357CyNKuZ	0	spanish
#QueenOfTheSouth just catching up #rip El Güero	0	spanish
@tamaraasavio jajajajajaj soy imbecil tremeno acoso a tu tuiti pobre ajajajjaa yo + <3	0	spanish
Hay que ser subnormal, en serio.	0	spanish
@Martukkki @mividaconmi @yodominguez Es que la puta libre lucha denuncia la explotación sexual. No tiene nada que ver! Por la explotación laboral en la industria textil vamos a abolir la industria textil? No. Vamos a perseguir la explotación	0	spanish
@carmencarbo Hola Carmen. Si lo considerais en sin complejos os cuento mi periplo de emigrante Español en Chile y las dificultades que me encuentro dia a dia ya que aquí eso de los papeles para todos no funciona. Todo lo contrario. A vuestra disposición.	0	spanish
@MrKalimotxo @DisorientedDuck @DayoScript Si, pero el acoso y asesinato por resistirse a una violación es mucho más grande en la población femenina que en la masculina. A las mujeres se les mata más por el simple hecho de que aún existen enfermos que sólo	0	spanish
@crisairos69 Pues empezad ya a insultar, ofender, humillar y encarcelar al 52%, los que no son catalanes sino anticatalanes.	0	spanish
@0071kv No te hagas trampas. En votos C's la primera fuerza, el bloque independentista es el más fuerte	0	spanish
@As_TomasRoncero @diarioas que hicisteis en mi ciudad hijo de la gran puta no queremos nazis como vosotros en mi pais lastima que no estava yo ya te pillare algun dia	1	spanish
#EleccionesCataluna Ah o sea que ha ganado un partido no independentista, pero los independentistas tienen más diputados en el Parlamento aunque los no independentistas ganen en votos pero habrá presidente independentista... Todo clarísimo para el futuro oiga 😂😂😂	0	spanish
Uno ha escrito que tanto el machismo como el feminismo son igual de malos. No se si reírme por su ignorancia o llorar porque hay más como él	0	spanish
El acoso cibernético y la violación a la intimidad son faltas graves. #DENÚNCIALO	0	spanish
@ainoatundidor3 Callate, q tu si q t presenta. Pedazo d perra	1	spanish
Que dejes a tu padre en paz facha @SitaHarley	1	spanish
@AntonelllaAbi @PridaFloor Callate vos zorra, y vos le andabas arrastrando el ala a maldonado asi sh	1	spanish
#EnDirecto  Mayoría independentista pero gana Arrimadas https://t.co/iFnSMuDVVf #EleccionesCataluña https://t.co/4qy4bniyNS	0	spanish
¿A dónde vamos a migrar cuando Europa sea islámica y EEUU latina? #inmigración	1	spanish
"El cuñado de @inesarrimadas  llama ""fachas"" a @CiudadanosCs https://t.co/lZWuRByQmw #21D #DiadelaConstitucion #6Diciembre"	0	spanish
¡Un mundo de rubios; dominado por un moreno! (El gran dictador)	0	spanish
@gekike ¡Cállate! Zorra insensible.	1	spanish
Son las 3 de la mañana. Comida guarra y película 'La espada mágica: en busca de camelot'. Os lo digo todo, TODO.	0	spanish
@pacomarhuenda Paco llegado este punto nos da igual con tal de olvidarnos del PP y su estado fascista	1	spanish
Puigdemont pulveriza todas las expectativas y lidera el bloque independentista https://t.co/CmwtbEqOHO vía @_infoLibre	0	spanish
@rmsanchez8 @Alexzerobcn @cristina_pardo es que hay una cantidad impresionante de fachas, los ricos porque les conviene y los pobres por gilipollas	0	spanish
Tener una discapacidad visual no es impedimento para bailar danza árabe. Paola Román, Indira Pereyra, Iara Viñals integran el Ballet Ashaki Hafsa y junto a su Prof. Evelyn Baigorria nos demuestran que cuando hay... https://t.co/rImbjGRvVK	0	spanish
Prisión preventiva contra jefe policial acusado de violación y acoso sexual - En audiencia inicial el juez de Paz de Guazapa, resolvió este día enviar a prisión preventiva al inspector de la Policía Nacional Civil, Pablo de la Cruz Díaz Bernabe, a qui... https://t.co/jK51nEYcXV	0	spanish
#Daraa Uno no sabe con certeza, si el pensamiento del árabe repasa las cosas que ha visto, o las que aún le queda por ver... https://t.co/lJtUZGS2S2	0	spanish
Es por que no soy güera?	0	spanish
@poetscryforaby tu en cambio ridícula argumentación de que los que comen carne son hipócritas si critican a los nazis es una tontería grande	0	spanish
@elisacarrio La concha de tu madre hija de mil puta!!! Nada más, no lo mereces	1	spanish
No saber leer ni hablar ni entender lenguas árabes es un poco frustrante cuando se me encuentro con libros por ahí que tienen dibujos increibles o libros de poesía que es imposible entender. Quiero en algún momento de la vida aprender aunque sea un poquito, conversar en árabe.	0	spanish
@CristinaSegui_ Y si abres la puerta y cedes el paso a una señora eres un facha machista	0	spanish
Nunca pensé que un capitulo de Dr. House me iba a hacer llorar tanto 💔 Amber eras una perra pero no merecías eso 😞	1	spanish
@FaunaFeminazi Gracias, gracias!	0	spanish
¿Por qué las ciruelas negras son rojas cuando están verdes? https://t.co/yhij50R2ot #frasesgraciosas #humor	0	spanish
@MarHuidobro tú eres la zorra madre de un asesino con gen izquierdoso y separatista!!!	1	spanish
Estos son lo pobrecitos refugiados de Carmena, Ada Colau y Pedro Sánchez. A ver que dicen, cuando empiecen a matar y violar como ya han hecho a las mujeres de aquí. https://t.co/x3Kz7Il7ro	1	spanish
@Envvicio La gente que se piensa que soy subnormal l algo xd	0	spanish
Pablo Hasel es un subnormal, solo se representa a sí mismo... Un personaje.	1	spanish
@giiiiiiil99 @maria94betis Si mi novia es sevillista es una puta mas eso ha cantado	1	spanish
hola tengo el hc de que hinata es mitad irlandés, que tsukki es mitad franchute y yamaguchi mitad latino &gt;&gt;&gt; i'm in drugs	0	spanish
#EleccionesCataluna el voto independentista HA PERDIDO EN VOTOS y tiene MENOS ESCAÑOS que en 2015. El voto no independentista HA GANADO LAS ELECCIONES EN VOTOS; que ningún discurso de perdedor pervierta la VERDAD.	0	spanish
@anto07ro Siempre te hago el aguante callate, mña si perra	1	spanish
#DIRECTO📡#21D  La #CUP, el grupo independentista de Carles Riera, obtiene cuatro escaños y pierde seis respecto a las elecciones de 2015 en #Cataluña  https://t.co/lvXoIDa2BY	0	spanish
PA Q TU ME RECLAMAS, HAY MILES DE MUJERES Q DICEN Q ME AMAN PERO TU ERES LA PUTA Q SIEMPRE YO MONTO EN EN LA CAMA	1	spanish
@erreleny @Fel_blan Buena descripción, aunque se te ha olvidado decir la puta moralina. Todos tienen que ENSEÑARTE y EDUCARTE con su puta moralina de los cojones. Es una serie muy milenial.	0	spanish
@LaJornadaMaya Si denuncian acoso sexual.—le quitan sus derechos sindicales. Cuando naciste imbécil no tienes remedio. @Observa_Tuimss @Tu_IMSS	0	spanish
La liga identifica a 17 bukaneros y presentara querella criminal por insultar al nazi.La querella de la liga contra otros grupos me la perdí	0	spanish
"Otro tema sobre ""ingerencia en los asuntos internos"". Gobiernos árabe y paraguayo ""van por la misma senda con embajadores británico y canadiense. ¿Por qué será? https://t.co/bpEAHoZaIM"	0	spanish
La fundación Francisco Franco propone eliminar las concertinas de la valla de Ceuta, y untar con tocino de cerdo la frontera para evitar que los moros nos coman.	1	spanish
@HARDWELL @radionovaera non me recordes que che teño que ver, subnormal	1	spanish
Aula 21, chica de jersey amarillo con rayas. No me importa una puta mierda lo que te entre en el examen. Cállate por favor 😥	0	spanish
Mira ya me tienes hasta la polla con tus tweets abasurdos, si te dicen bloquealos y ya callate lanputa boca por que macho erea una toca cojones @EliaaNavarro si tan 'madura' eres puea deberias saber que ignorar es la solucion a los problemas...	0	spanish
Vin Diésel emocionado ante la muerte de la socialista Carmen Chacón. https://t.co/lUat53yZJS	0	spanish
QUÉ ESPERAN PUTOS SUDACAS @Argentina CONTRATEN AL CALVO DE ALMEYDA TIREN PARO	1	spanish
Pero qué perra astuta la puta negra JAJAJAJA #THEWALKINGDEAD	0	spanish
Maestros de la manipulación y borregos que lo difunden. Miedo racista al inmigrante pobre!!! Preguntale al turista americano quien le ha colado el miedo. https://t.co/dFp0CSFEfU	1	spanish
Estoy flipando con lo que me acaba de comentar un subnormal en ig, mirar https://t.co/v3nU93x6yq	0	spanish
Acabo de enseñar la polla y no estoy muy orgulloso de ello, me salto las 2 últimas horas y estoymsolo en casa quien viene?	0	spanish
Emily aprovecha a no tu eres muy puta :v jajajajjaja https://t.co/7S63NwxqBq	1	spanish
Se la ve feliz cuando se la folla el negro: Se la ve feliz cuando se la folla el negro y tanto que ... https://t.co/iyoFpPEN3B #pornogratis	0	spanish
@xTZeuS Zeus callate puta gorda q te huele la boca	1	spanish
